index,answer
index_0,20.824193819679277
index_1,29.381607308882025
index_2,16.522076082710257
index_3,19.43726517244444
index_4,30.262642530411
index_5,30.15534528097313
index_6,16.848181345324548
index_7,23.095688315760096
index_8,37.475993763179126
index_9,12.058634216709873
index_10,30.369805199235703
index_11,24.957945354078046
index_12,32.67243209831855
index_13,22.46069699928026
index_14,15.751240267084073
index_15,42.45996393847002
index_16,37.311224797285725
index_17,8.531046694455652
index_18,11.686955700536531
index_19,19.871188380322025
index_20,26.080233704552725
index_21,9.923533687272423
index_22,4.761440286819158
index_23,14.943092189613035
index_24,24.69464885962818
index_25,23.912882752442393
index_26,15.704959119621599
index_27,34.847292808961676
index_28,24.42595080776586
index_29,19.162463879674206
index_30,9.686221761635931
index_31,13.548242053482872
index_32,30.494012931436384
index_33,6.971087708214085
index_34,7.569909080355163
index_35,10.886327417427285
index_36,10.45805648840011
index_37,19.977682687389898
index_38,13.186149514343608
index_39,6.435530070070738
index_40,15.184535147269987
index_41,9.731916563391392
index_42,9.177119581959499
index_43,10.444285306880497
index_44,12.537533303697654
index_45,10.802241342405912
index_46,7.5897075850393225
index_47,5.142733194201498
index_48,5.214502895240562
index_49,8.892245116512845
index_50,2.922690665852158
index_51,3.6863896045882907
index_52,3.852202882250272
index_53,4.819143890053813
index_54,7.99616155524859
index_55,4.478213931606144
index_56,4.992814779432688
index_57,2.169368295426377
index_58,6.203994992853336
index_59,11.49555341393771
index_60,11.478346459733494
index_61,5.765409038454963
index_62,8.64307998487533
index_63,2.3227173738917783
index_64,8.195072796018252
index_65,13.15738561435647
index_66,6.166264332314827
index_67,12.925844936442434
index_68,9.765674230483093
index_69,5.183390466820448
index_70,4.868756905923459
index_71,12.921765120126251
index_72,15.757171689879087
index_73,8.330250252262452
index_74,8.096926421868762
index_75,6.06464138137113
index_76,9.74529377566351
index_77,9.194861566609934
index_78,17.256463558611046
index_79,23.915037996219425
index_80,33.65568012072942
index_81,22.278504233888377
index_82,20.677862769161933
index_83,13.874042367425075
index_84,14.901786955424367
index_85,8.099855891352016
index_86,5.850445500527821
index_87,13.24926182303112
index_88,12.239199930116275
index_89,9.034750266044428
index_90,16.313153729270816
index_91,18.598596619372827
index_92,8.397135069213917
index_93,4.451876724138611
index_94,14.266866307227277
index_95,4.566612244407309
index_96,10.97578914166921
index_97,5.073935298928962
index_98,8.602236328049774
