index,answer
index_0,21.254193203784215
index_1,27.728713820031526
index_2,17.7410761786822
index_3,18.157798862491045
index_4,29.338203377003218
index_5,29.259232001764893
index_6,14.951772587059331
index_7,21.35377840956762
index_8,39.01231184415504
index_9,12.439437596698914
index_10,25.91555275825054
index_11,23.951426762746653
index_12,31.50684409574812
index_13,21.953574129659188
index_14,18.52556409989026
index_15,42.77744954053524
index_16,36.63439182618568
index_17,8.444074658820377
index_18,11.811353578375847
index_19,15.828106037319863
index_20,24.50829731489252
index_21,9.271581483399373
index_22,5.567521505048382
index_23,15.047096722678178
index_24,21.526367512989204
index_25,24.08456370441592
index_26,17.052994575651404
index_27,33.210111840634575
index_28,23.994308536283988
index_29,21.62177803511488
index_30,11.379176879468513
index_31,14.283960332438301
index_32,25.63380824464749
index_33,8.123217597757138
index_34,7.746816011145287
index_35,10.729983867499563
index_36,10.766168164662883
index_37,19.438012054280765
index_38,12.930164481985585
index_39,6.175255074937768
index_40,15.589697539447897
index_41,8.474335090927845
index_42,10.10447553819655
index_43,12.091548290847413
index_44,11.58975663006478
index_45,9.91111985978432
index_46,8.722788672322913
index_47,6.4676674746991
index_48,5.530880554059177
index_49,8.355558740649393
index_50,4.189754818831369
index_51,4.203066937564594
index_52,5.836110853370476
index_53,5.087449915562604
index_54,7.780971660281574
index_55,3.4779695011501883
index_56,6.016343060200223
index_57,3.203228098995975
index_58,6.206483736882461
index_59,11.638572355978262
index_60,10.113786166563429
index_61,7.146531930206385
index_62,9.146006557715433
index_63,4.200154836169903
index_64,8.086545707714842
index_65,13.494509947236182
index_66,6.992363944644058
index_67,11.749973830407797
index_68,10.441968687796704
index_69,6.089292990712525
index_70,5.637787956706747
index_71,14.084755858139946
index_72,15.808035660849574
index_73,8.7570048591919
index_74,8.823559455859234
index_75,6.200374106803702
index_76,9.608617862831341
index_77,11.633405326948868
index_78,15.948688483768766
index_79,23.610885262434515
index_80,28.554317498354948
index_81,20.529259662802026
index_82,19.418522283437113
index_83,15.176079048849969
index_84,14.694348851140143
index_85,8.109021030081628
index_86,9.480663655060589
index_87,12.89330466871468
index_88,12.710404938364041
index_89,8.39459489787809
index_90,16.490532845550135
index_91,17.13698670185193
index_92,9.521368939640134
index_93,4.586693184819598
index_94,12.797985971325437
index_95,5.769304672980112
index_96,10.497755033985271
index_97,4.265690820417246
index_98,9.834173856061703
index_99,11.14595924182725
index_100,13.193229375680225
index_101,11.171451506266873
index_102,12.423751638212135
index_103,16.73162700541473
index_104,9.72042908817621
index_105,15.000139103186047
index_106,13.541303419617162
index_107,12.09280099572138
index_108,8.736923417957563
index_109,14.563863329893596
index_110,5.502185846191715
index_111,12.51429274170139
index_112,8.159064901035766
index_113,32.446709171136874
index_114,5.590048551523378
index_115,18.341378504627432
index_116,17.260586597174466
index_117,15.270965626299718
index_118,6.651169675863818
index_119,11.573767609571142
index_120,8.492912874860977
index_121,20.21580630072716
index_122,25.027828966705393
index_123,18.7420465253339
index_124,41.07220003386762
index_125,13.69482606543345
index_126,14.273001318174796
index_127,20.97373704466043
index_128,31.124626932979197
index_129,14.810582025093204
index_130,12.079016068182671
index_131,14.53680230951743
index_132,13.172181570334203
index_133,26.279074156686523
index_134,36.256529800290586
index_135,43.35319757898411
index_136,18.39314201953553
index_137,15.675994266427777
index_138,25.221556797485185
index_139,38.16397295147546
index_140,11.831104882225667
index_141,12.65565324958828
index_142,25.271665233143793
index_143,37.74333539949595
index_144,15.745485459324753
index_145,21.15813961314171
index_146,14.293941287497965
index_147,31.104129277731992
index_148,20.914523857004927
index_149,33.49474037838997
index_150,40.274340436738214
index_151,17.269212002466716
index_152,28.129459357607775
index_153,12.264429430884125
index_154,3.4504602035164393
index_155,17.554184089769194
index_156,8.115612840804122
index_157,11.236261397433278
index_158,7.458842524933278
index_159,15.166456162950562
index_160,19.18464558666197
index_161,4.248966645598412
index_162,11.179632618474018
index_163,25.206824296985175
index_164,10.15022799808017
index_165,11.91175450148663
index_166,12.730078774455992
index_167,8.755030278865329
index_168,6.885996903654952
index_169,9.157229225249663
index_170,6.441801295508814
index_171,7.553263604539323
index_172,4.11932794769571
index_173,3.399190708001546
index_174,6.346572550800661
index_175,4.942828747836175
index_176,10.540978455578731
index_177,7.559034716195173
index_178,10.00333772306319
index_179,4.646137362701674
index_180,8.635203235575243
index_181,7.1206401091344755
index_182,6.93143111081249
index_183,3.424940155076776
index_184,6.46696524076145
index_185,7.497894136308986
index_186,9.899565147567575
index_187,15.545592023480864
index_188,12.805433255252723
index_189,14.248374062628098
index_190,17.609031878473324
index_191,11.035577164544577
index_192,7.531230481183829
index_193,6.742022506319685
index_194,10.424871062743385
index_195,10.719199721541873
index_196,8.664726264338352
index_197,7.9341301621063565
index_198,12.623391722100866
index_199,19.8676575408289
index_200,12.658115022184917
index_201,17.95184977280727
index_202,12.612471617227436
index_203,19.181946903179842
index_204,34.47993885207856
index_205,7.9592806936876705
index_206,21.676287027952352
index_207,8.423501146010727
index_208,13.703326058856891
index_209,10.136959568297417
index_210,6.386036508483881
index_211,15.162680277011518
index_212,21.46315914566643
index_213,23.34184808609355
index_214,2.09732442162251
index_215,7.662406693210013
index_216,6.618124751517529
index_217,8.522297140009613
index_218,9.814290608495991
index_219,11.575660995960638
index_220,13.957658204322918
index_221,10.556147687756711
index_222,12.435237976321856
index_223,10.257385017392737
index_224,21.08405441665904
index_225,18.628226810703964
index_226,15.987872253894324
index_227,9.253741445067446
index_228,6.154960183766574
index_229,8.2010262672612
index_230,3.0407060840960014
index_231,8.500830660155412
index_232,28.18477503824191
index_233,3.3841054331527918
index_234,17.24509331650327
index_235,22.156244491047158
index_236,17.16263364393674
index_237,9.73678196640081
index_238,10.108835809779805
index_239,10.424547714201507
index_240,10.997930354986682
index_241,12.557379551724873
index_242,30.676455381590436
index_243,8.762914884605415
