index,answer
index_0,21.833469290794945
index_1,29.176952781339256
index_2,17.30586981620159
index_3,18.178770809838518
index_4,31.05863589932754
index_5,29.832445621632104
index_6,15.057886382007105
index_7,21.906773871560485
index_8,36.97789779853923
index_9,12.155669259645094
index_10,28.265462772338516
index_11,24.82175888867407
index_12,31.74978432482364
index_13,23.33992548962558
index_14,16.209159462050636
index_15,42.62505964467676
index_16,34.91127238915522
index_17,8.69501560385777
index_18,12.147038186234388
index_19,17.32649207433443
index_20,23.809246519491165
index_21,8.117697297289688
index_22,1.5529832867822613
index_23,15.118104172531588
index_24,23.68121136023789
index_25,24.67348668202839
index_26,15.840026003346598
index_27,35.23006642971336
index_28,24.325336802564404
index_29,21.265530500911638
index_30,10.558971478458636
index_31,14.01612735952164
index_32,27.66526137997664
index_33,6.690202818104282
index_34,8.18748340653094
index_35,10.522457263678113
index_36,10.507158527388798
index_37,19.52638738450227
index_38,12.196661004545145
index_39,4.872648367834327
index_40,15.994099244066733
index_41,8.581489697284958
index_42,8.601055615360114
index_43,11.664150543118366
index_44,11.239429738805352
index_45,10.023622328742125
index_46,7.930997414399012
index_47,4.253349987267577
index_48,4.292815919733806
index_49,8.376409908523575
index_50,3.396781662056142
index_51,3.8021263083813506
index_52,4.955502822552795
index_53,5.419474819465949
index_54,8.011329620279916
index_55,3.6952155840749876
index_56,5.165049800560123
index_57,1.4215006453158345
index_58,6.554081782814682
index_59,11.241519786895768
index_60,11.3507815791875
index_61,6.747052920739947
index_62,9.114689399445394
index_63,2.1845936230318994
index_64,8.434943310169768
index_65,13.767619339867668
index_66,6.422993119020137
index_67,12.141545902359631
index_68,10.566897472666422
index_69,4.5633919982995215
index_70,4.952910537932014
index_71,12.857788010569905
index_72,16.768383535336525
index_73,8.08809161077907
index_74,9.014056676337136
index_75,5.903029486810199
index_76,9.480730660646284
index_77,10.782753846656009
index_78,16.49674391028649
index_79,25.700641793512013
index_80,32.93400499835648
index_81,21.914249908720244
index_82,20.443110966961445
index_83,14.788195841871136
index_84,15.232860671808282
index_85,8.44570579324764
index_86,9.77210470002039
index_87,13.102702645845092
index_88,12.69659923268289
index_89,9.103467165477367
index_90,17.612706381578683
index_91,17.803463186764624
index_92,8.626100789182784
index_93,3.701186661743269
index_94,14.028167179391394
index_95,4.446276447700693
index_96,11.011481690921554
index_97,4.218768511228491
index_98,8.964160459298594
index_99,10.65351455336477
index_100,13.17735503726862
index_101,10.904827175023286
index_102,11.85765585829233
index_103,18.6100454413637
index_104,9.699742190225205
index_105,14.904947371708937
index_106,13.387031939506182
index_107,11.378371211778353
index_108,7.893262947551551
index_109,13.143710299536382
index_110,5.465281017387775
index_111,12.13886199990806
index_112,7.637624374498462
index_113,34.61277001902751
index_114,5.408313171078406
index_115,17.141488734588002
index_116,19.41002577345721
index_117,15.17955608569819
index_118,6.448745091827087
index_119,11.479864996745265
index_120,8.114339639742356
index_121,21.471084035486516
index_122,26.76648858582508
index_123,19.13650238081306
index_124,44.586471944326846
index_125,15.062494803240561
index_126,13.00941172917338
index_127,20.24573870828558
index_128,34.01530303665144
index_129,12.843882997982645
index_130,11.221558176726221
index_131,13.97399304297339
index_132,11.978639373178545
index_133,26.378728419846382
index_134,37.71396502729951
index_135,44.91661901323771
index_136,16.92645118305132
index_137,14.727628449904534
index_138,23.380904943548572
index_139,39.56939025862393
index_140,10.312420969222789
index_141,10.90559675084555
index_142,25.155547224908823
index_143,34.505753140080515
index_144,14.552697324256377
index_145,21.219319566793903
index_146,13.917368661143795
index_147,31.123358608935177
index_148,21.363432192224423
index_149,33.609956935551764
index_150,43.05755022500114
index_151,18.478364917214556
index_152,28.444738035540997
index_153,12.365740855757798
index_154,2.807246608717893
index_155,15.768130974840041
index_156,8.148068228471837
index_157,10.216570465768243
index_158,6.794008862369203
index_159,14.552863942379219
index_160,19.64268997995986
index_161,3.2422158147402937
index_162,10.585353066073289
index_163,24.566077612189236
index_164,10.116538427257465
index_165,11.38473736586953
index_166,13.711616343686355
index_167,8.728834522463352
index_168,6.675905940347926
index_169,9.940768477801257
index_170,5.2143939630354925
index_171,7.335400859616199
index_172,3.4298420685523143
index_173,2.9016697900950206
index_174,6.395085714089818
index_175,4.015486321518242
index_176,10.992029044661342
index_177,7.262200721252117
index_178,8.95162381768415
index_179,3.202007861049891
index_180,7.474567881332046
index_181,6.407432059918602
index_182,5.636120945425507
index_183,-2.3076717770208894
index_184,5.531435972333741
index_185,7.369945198613619
index_186,8.652877991984898
index_187,16.120065735795187
index_188,12.961669299377727
index_189,12.856072233443175
index_190,18.47583217277854
index_191,10.473486255964856
index_192,6.701029487240954
index_193,6.959144734332458
index_194,11.014540500421733
index_195,10.693468252638464
index_196,9.66420291034373
index_197,8.969714485269746
index_198,12.46453361036046
index_199,19.98770460091806
index_200,12.96802907676008
index_201,18.568495462829166
index_202,12.853084133029995
index_203,19.961424953284002
index_204,36.14991877378348
index_205,7.56894934804153
index_206,23.857585672129765
index_207,8.345961601242847
index_208,13.814914570337395
index_209,9.151180732964894
index_210,6.060388030139411
index_211,16.44228966376183
index_212,23.123423200973257
index_213,26.282744707764735
index_214,1.3887585824098707
index_215,8.178440799055958
index_216,6.75591027007685
index_217,8.981881408227425
index_218,8.646808080792308
index_219,11.787282868855812
index_220,14.439701376173682
index_221,10.424192399217489
index_222,12.4785368255616
index_223,10.305824142427012
index_224,20.4623017666587
index_225,20.9686805928894
index_226,15.635365309022145
index_227,10.056888603951398
index_228,6.035574355007491
index_229,6.815821389997074
index_230,2.9963730061474587
index_231,8.578099937056798
index_232,29.301765865575263
index_233,1.115060657415352
index_234,18.235999418728298
index_235,20.893439502934594
index_236,16.15347345315284
index_237,9.063666776237866
index_238,10.505427765069411
index_239,11.080181586302857
index_240,12.086368873825977
index_241,13.293837998188737
index_242,30.466821033742253
index_243,8.65576279765671
