index,answer
index_0,21.6777682763019
index_1,28.4802446367749
index_2,17.73656698289846
index_3,18.1747328356606
index_4,31.441603623930988
index_5,29.43835506477025
index_6,14.981064077071117
index_7,21.564620356418235
index_8,36.99222073804542
index_9,12.603368051463825
index_10,28.634858471440477
index_11,25.735995003371208
index_12,32.03050639586537
index_13,23.280479171165357
index_14,15.995777691655789
index_15,42.63725357222365
index_16,34.86251378221085
index_17,8.665651475255604
index_18,12.243912315972711
index_19,17.15999981168308
index_20,23.736227173893504
index_21,8.015145488074978
index_22,0.09736097796763232
index_23,14.827614296949672
index_24,23.56493395161838
index_25,24.556879891059726
index_26,15.76768982949774
index_27,34.47504621842321
index_28,24.194880944670242
index_29,21.836250245175066
index_30,10.492806571829203
index_31,14.056467171425885
index_32,27.832553757028965
index_33,6.494017798702242
index_34,7.819028678326907
index_35,10.540133396061622
index_36,10.24584168004014
index_37,19.472464889142532
index_38,12.13333172850978
index_39,5.767964997283009
index_40,16.306777701188786
index_41,8.642822750552082
index_42,8.286403671600608
index_43,11.188920013812895
index_44,11.385405937830006
index_45,9.433808069739852
index_46,7.792305658110327
index_47,3.6370071453460726
index_48,3.955168930067848
index_49,8.455890341837282
index_50,2.916589610742246
index_51,3.941465709446115
index_52,5.175768826906625
index_53,5.381898738150811
index_54,8.013163015660476
index_55,3.7316834408395225
index_56,4.865923526280568
index_57,0.3367741979875989
index_58,6.5775678259641595
index_59,11.081057080665332
index_60,11.087670614959029
index_61,5.7910484327201885
index_62,8.831348620181027
index_63,2.4640768292626936
index_64,7.869379526228444
index_65,13.436292297770413
index_66,6.560981674049463
index_67,12.161024620026424
index_68,10.432224107162947
index_69,4.6745341941870775
index_70,5.134517132845259
index_71,13.069257437666082
index_72,16.78369442480821
index_73,7.952480249137441
index_74,9.256342212833482
index_75,5.92881550356151
index_76,9.639336197913519
index_77,10.57891075157136
index_78,16.774632035135667
index_79,25.55559758241
index_80,32.619856016716426
index_81,21.75855149399638
index_82,20.729649118282097
index_83,15.247426432143785
index_84,14.573558188625858
index_85,8.386184470468432
index_86,10.05106063849896
index_87,12.784838038199599
index_88,12.77231893433547
index_89,9.430864327525505
index_90,17.78625758973415
index_91,17.91759444255333
index_92,8.650295999990881
index_93,3.0776459369784455
index_94,14.081966496081357
index_95,3.377576729042543
index_96,10.602955432379407
index_97,4.363361405774064
index_98,9.019918990065177
index_99,10.247072198312392
index_100,12.653708930481647
index_101,10.872843430550468
index_102,11.464081223018985
index_103,18.469585188858463
index_104,10.028307680218663
index_105,14.757046152448215
index_106,13.738150558895283
index_107,11.877676723826609
index_108,7.598001159461045
index_109,13.054435573629963
index_110,5.725646595752913
index_111,11.832596345872611
index_112,7.585924188002309
index_113,34.60873471202066
index_114,5.784633909687341
index_115,16.817569134847535
index_116,19.481947196063825
index_117,14.814445148205062
index_118,6.269131050519709
index_119,11.339957104533006
index_120,8.559817319898206
index_121,21.468922747041805
index_122,27.176874686604194
index_123,19.226422279592136
index_124,43.5252873581921
index_125,14.791308240728645
index_126,13.01745653356692
index_127,20.377758710850117
index_128,33.40610487746268
index_129,12.838752263046743
index_130,11.37986883817648
index_131,14.630643687143312
index_132,12.081462112415318
index_133,26.105617596231543
index_134,37.70736655766831
index_135,44.51579667494706
index_136,17.08605209793759
index_137,14.161367081783572
index_138,23.480648161751
index_139,39.67298987658436
index_140,10.014555712868983
index_141,10.646693533819683
index_142,25.11696319209819
index_143,33.8794556863907
index_144,14.622641931742168
index_145,20.96399554189718
index_146,13.758313946092079
index_147,31.130255982738344
index_148,22.196624030450884
index_149,33.68325928554387
index_150,43.58707110095694
index_151,18.61361340654935
index_152,28.003893245736627
index_153,12.62506434298418
index_154,2.830254726521864
index_155,15.815576071683383
index_156,7.736114166677698
index_157,10.19007558145896
index_158,6.679639876271707
index_159,14.976085689565336
index_160,19.39987504171373
index_161,3.4501196728643677
index_162,10.339038136608453
index_163,23.96331676341506
index_164,9.808107535116934
index_165,11.18456873906595
index_166,13.786591568193268
index_167,8.572544924307433
index_168,6.583723277862723
index_169,9.720189477885466
index_170,4.672240138445318
index_171,7.376508348195436
index_172,4.017596447003078
index_173,2.9829258001916763
index_174,6.462123823821148
index_175,4.261811696237835
index_176,10.815169850304585
index_177,8.136714965226723
index_178,8.78046332590663
index_179,2.9434362622338233
index_180,7.124647341847435
index_181,6.161337206867313
index_182,5.013805309250349
index_183,-6.808242666500888
index_184,6.475891608480605
index_185,7.252022359769704
index_186,8.339091146101158
index_187,15.408096948175595
index_188,12.55508497497317
index_189,12.94743979752352
index_190,18.441075614896512
index_191,10.422323419779971
index_192,6.788194217526414
index_193,7.275679616605025
index_194,11.479122261231236
index_195,10.976754686743366
index_196,10.292635653990725
index_197,9.30830031373108
index_198,12.475828547913292
index_199,19.879970158312297
index_200,13.229853593870741
index_201,18.578654031331457
index_202,12.773719628625127
index_203,19.82772206112598
index_204,35.553340698115385
index_205,7.896824000183922
index_206,23.60649256217383
index_207,8.449554610333562
index_208,13.71721663276077
index_209,9.174103772839912
index_210,6.198668136842835
index_211,16.784032450730564
index_212,23.355225342402655
index_213,26.37550246734345
index_214,1.058205500075644
index_215,7.822173907068166
index_216,6.756824710279035
index_217,8.424024475169732
index_218,8.654714433555066
index_219,11.644021665911751
index_220,14.895529048109879
index_221,10.750102058693896
index_222,12.840043878086501
index_223,10.112139998114785
index_224,20.09685181609735
index_225,21.55134809404349
index_226,15.700638534816473
index_227,10.348266905127517
index_228,5.8948878954194095
index_229,6.590600606760699
index_230,2.8512048051672885
index_231,9.091768304292458
index_232,29.7894532128203
index_233,0.1086172761467381
index_234,18.347611174725685
index_235,21.092204947411336
index_236,15.890530540069989
index_237,9.010662911974133
index_238,10.241660084199893
index_239,11.688190684610298
index_240,12.570167843436113
index_241,13.727017426905231
index_242,30.710612167068494
index_243,8.518994077115265
